"Date","Time","Ticker","ETF.Return","return","Abs.Spread","Rel.spread.mid","Quote.slope","Log.quote.slope","Effective.spread","Trading.volume","Depth","Log.depth","Dollar.depth","Rel.spread.log","Rel.spread.last","Adj.log.quote.slope","Composite.liquidity","Rel.effective.spread.last","Rel.effective.spread.mid","Dollar.volume","Order.Ratio","Flow.Ratio","No.of.transactions","Illiquidity","Liquidity.Ratio.1","Amihud","Effective.spread.2","Dollar.realised.spread","Percent.realised.spread"
"11/02/2016","9:31","BRKa","0.000765696784073536","10872.3535967579","960","0.00447031431897555","104.23067565678","0.000485359018549946","110","5","200","9.21034037197618","21475000","0.0044703217634533","0.00447260529258293","0.000485359018549946","2.08163646983728e-10","0.000512486023108461","0.000512223515715949","1073200","0","1073200","1","2174.47071935157","98.7090780711942","0.0101307804666025","0.00102470949399347","220","0.00102470949399347"
"11/02/2016","9:32","BRKa","-0.000765110941086486","0","646.649999999994","0.00300939152141807","70.2091316806838","0.000326740779502009","237.325000000012","5","200","9.21034037197618","21487732.5","0.00300939379261833","0.00301271897130076","0.000326740779502009","1.40051609513385e-10","0.00110568859485656","0.00110446739785136","1073200","0","1073200","1","0","Inf","0","0.00221015554286907","474.650000000023","0.00221015554286907"
"11/02/2016","9:33","BRKa","-0.000510464522715751","0","905.649999999994","0.00421227023412364","98.3296993839194","0.000457342105968922","362.825000000012","5","200","9.21034037197618","21500282.5","0.00421227646241017","0.00421939060752886","0.000457342105968922","1.95916971515311e-10","0.00169038855758485","0.00168753596609724","1073200","0","1073200","1","0","Inf","0","0.00337792291771066","725.650000000023","0.00337792291771066"
"11/02/2016","9:34","BRKa","-0.00102145045965269","0","820","0.00381466319315221","82.7991145190071","0.000385184289749591","320","5","300","9.90348755253613","32264500","0.00381466781896755","0.00382035035408125","0.000652173694185506","1.18230971908823e-10","0.00149086843086098","0.00148864905098623","1073200","9.3179276928811e-05","1073200","1","0","Inf","0","0.00297951637973526","640","0.00297951637973526"
"11/02/2016","9:35","BRKa","0.00102249488752554","0","721.309999999998","0.00335306896736785","78.3152381854084","0.000364055178584009","479.345000000001","5","200","9.21034037197618","21511934.5","0.00335307210893929","0.00336055721207602","0.000364055178584009","1.55870173710684e-10","0.00223325102497205","0.00222827472815149","1073200","0","1073200","1","0","Inf","0","0.00446152205281436","958.690000000002","0.00446152205281436"
"11/02/2016","9:36","BRKa","0.00153217568947912","0.00368058143868804","750.649999999994","0.00348595846965654","81.5007882101684","0.000378483515153939","94.6749999999884","1","200","9.21034037197618","21533532.5","0.00348596199974979","0.00348442649584549","0.000378483515153939","1.61885118925868e-10","0.000439469897414419","0.000439663116118957","215430","0","215430","1","0.00368058143868804","58531512.9113924","1.7084813808142e-08","0.000879132985222242","189.349999999977","0.000879132985222242"
"11/02/2016","9:37","BRKa","-0.00050994390617022","-4.64187903263241e-05","421.309999999998","0.00195549445740946","45.7431520426645","0.000212315180718395","29.3450000000012","1","200","9.21034037197618","21544934.5","0.00195549508055405","0.00195576083929068","0.000212315180718395","9.07635368958516e-11","0.00013622226348529","0.000136203709507686","215420","0","215420","1","4.64187903263241e-05","4640793060","2.15480411875982e-10","0.00027242597215249","58.6900000000023","0.00027242597215249"
"11/02/2016","9:38","BRKa","0.00102040816326528","0.000835577012347971","570","0.00264396873622933","57.5554820437","0.000266973655739214","15","1","300","9.90348755253613","32323500","0.00264397027646838","0.00264378478664193","0.000452025692498632","8.17971053948158e-11","6.95732838589981e-05","6.95781246376139e-05","215600","0.000463821892393321","215600","1","0.000835577012347971","258025288.888889","3.87558911107593e-09","0.000139151408383498","30","0.000139151408383498"
"11/02/2016","9:39","BRKa","-0.00101936799184503","-0.000107624768089022","450","0.00208598910650133","48.8581292141158","0.000226483471691736","148.203899999993","4","200","9.21034037197618","21572500","0.00208598986290772","0.00208742317420497","0.000226483471691736","9.66966789431606e-11","0.000687476123038982","0.00068700382431333","862307.1844","0","3449228.7376","4","2.69061920222555e-05","8012162996.59518","1.24810241681922e-10","0.00137447983915706","296.407799999986","0.00137447983915706"
"11/02/2016","9:40","BRKa","-0.000510204081632733","0.00010763635242649","520.309999999998","0.00241360448898612","56.49194046977","0.00026205390498191","26.1549999999988","3","200","9.21034037197618","21557384.5","0.00241360566068889","0.00241331168831168","0.00026205390498191","1.11961842541061e-10","0.000121312615955468","0.000121327334491802","646800","0","1940400","3","3.58787841421633e-05","6009122247.44638","1.66413655575897e-10","0.000242639949849632","52.3099999999977","0.000242639949849632"
